state_fips,license_type_code,license_type_name,license_category,permits_on_premise,permits_off_premise,permits_beer,permits_wine,permits_spirits,retail_channel,abv_limit,quota_limited,quota_notes,transferable,annual_fee_range,issuing_authority,statutory_reference,notes,research_status,research_source,last_verified_date
50,MFG,Manufacturer's License,manufacturer,False,True,True,True,True,any,,False,,False,,VT Dept of Liquor and Lottery,7 V.S.A. § 2,Production of alcoholic beverages,verified,https://liquorcontrol.vermont.gov/which-license/manufacturer,2026-03-24
51,ON-OFF-WB,Retail On- and Off-Premises Wine and Beer,dual,True,True,True,True,False,bar_restaurant,,False,,True,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206.3,Beer/wine on- and off-premise; restaurants/hotels/private clubs,verified,https://www.abc.virginia.gov/licenses/val/definitions/retail-on-off-premises-wine-beer,2026-03-24
51,OFF-WB,Retail Off-Premises Wine and Beer,off_premise,False,True,True,True,False,grocery,,False,,True,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206.3,Beer/wine off-premise; grocery/convenience/drugstore/gift shop; may sample,verified,https://www.abc.virginia.gov/licenses/val/definitions/retail-off-premises-wine-beer,2026-03-24
51,MBR,Mixed Beverage Restaurant,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206.3,Spirits/wine/beer on-premise; requires wine and beer license first,verified,https://www.abc.virginia.gov/licenses/val/definitions/mixed-beverage-restaurant,2026-03-24
51,LMBR,Limited Mixed Beverage Restaurant,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206.3,Limited mixed beverage on-premise for smaller establishments,verified,https://www.abc.virginia.gov/licenses/val/definitions/limited-mixed-beverage-restaurant,2026-03-24
51,MBC,Mixed Beverage Caterer,on_premise,True,False,True,True,True,any,,False,,True,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206.3,Catering at private gatherings/special events with mixed beverages,verified,https://www.abc.virginia.gov/licenses/val/definitions/mixed-beverage-caterer-mixed-beverage-restaurant,2026-03-24
51,MBPC,Mixed Beverage Private Club,on_premise,True,True,True,True,True,club,,False,,True,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206.3,Private clubs; on-premise + closed containers off-premise,verified,https://www.abc.virginia.gov/licenses/val/definitions/mixed-beverage-private-club,2026-03-24
51,CASINO,Mixed Beverage Restaurant at Casino,on_premise,True,False,True,True,True,bar_restaurant,,False,,False,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206.3,Casino-based mixed beverage service,verified,https://www.abc.virginia.gov/licenses/val/definitions/mixed-beverage-restaurant-casino,2026-03-24
51,BREWERY,Brewery License,craft_brewery,True,True,True,False,False,any,,False,,False,380+,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206,Beer production; on-premise tasting and off-premise sales; fee varies by barrel volume,verified,https://www.abc.virginia.gov/licenses/industry-licenses,2026-03-24
51,FW,Farm Winery License,farm_winery,True,True,False,True,False,any,,False,,False,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206,Wine production from VA-grown fruit; tasting and retail sales,verified,https://www.abc.virginia.gov/licenses/industry-licenses,2026-03-24
51,DISTILLERY,Distillery License,manufacturer,True,True,False,False,True,any,,False,,False,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206,Spirits production; limited on-premise tasting,verified,https://www.abc.virginia.gov/licenses/industry-licenses,2026-03-24
51,GBS,Gourmet Brewing Shop,other,False,True,True,True,False,general_retail,,False,,False,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206.3,Sell ingredients and rent facilities for homebrew; off-premise only,verified,https://www.abc.virginia.gov/licenses/val/definitions/gourmet-brewing-shop,2026-03-24
51,BANQUET,Banquet License,special_event,True,False,True,True,True,any,,False,,False,,VA Alcoholic Beverage Control Authority,Va. Code § 4.1-206.3,Temporary events; 7-10 day processing,verified,https://www.abc.virginia.gov/licenses/banquet-licenses,2026-03-24
53,SBW-REST,Spirits Beer and Wine Restaurant,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,2000,WA Liquor and Cannabis Board,RCW 66.24,All beverages on-premise; entertainment venue; primary revenue from alcohol/cover,verified,https://lcb.wa.gov/licensing/retail_liquor_and_endorsement_description_and_fees_info,2026-03-24
53,SR,Spirits Retailer License,off_premise,False,True,False,False,True,general_retail,,False,,True,550,WA Liquor and Cannabis Board,RCW 66.24,Spirits off-premise retail; sell to on-premise retailers and public; privatized since 2012,verified,https://lcb.wa.gov/licensing/retail_liquor_and_endorsement_description_and_fees_info,2026-03-24
53,BWSS,Beer/Wine Specialty Shop,off_premise,False,True,True,True,False,liquor_store,,False,,True,,WA Liquor and Cannabis Board,RCW 66.24,Beer/wine off-premise in original containers; $3000 min wholesale inventory,verified,https://lcb.wa.gov/licensing/retail_liquor_and_endorsement_description_and_fees_info,2026-03-24
53,BWGS,Beer/Wine Grocery Store,off_premise,False,True,True,True,False,grocery,,False,,True,550,WA Liquor and Cannabis Board,RCW 66.24,Beer/wine off-premise; $3000 food inventory required; kegs allowed,verified,https://lcb.wa.gov/licensing/retail_liquor_and_endorsement_description_and_fees_info,2026-03-24
53,MICRO,Microbrewery License,craft_brewery,True,True,True,False,False,any,,False,,True,,WA Liquor and Cannabis Board,RCW 66.24,Brew and sell on- and off-premise; can sell other microbrewery products,verified,https://lcb.wa.gov/content/non-retail-liquor-license-description-and-fees-information,2026-03-24
53,DW,Domestic Winery License,farm_winery,True,True,False,True,False,any,,False,,True,,WA Liquor and Cannabis Board,RCW 66.24,Wine production; can share consumption area with other producers,verified,https://lcb.wa.gov/content/non-retail-liquor-license-description-and-fees-information,2026-03-24
53,DISTILLERY,Distillery License,manufacturer,True,True,False,False,True,any,,False,,True,,WA Liquor and Cannabis Board,RCW 66.24,Spirits production,verified,https://lcb.wa.gov/content/non-retail-liquor-license-description-and-fees-information,2026-03-24
54,A,Class A - On-Premise,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,varies,WV Alcohol Beverage Control Administration,WV Code § 60,All alcoholic beverages on-premise at bars/restaurants,verified,https://abca.wv.gov/page/licensing,2026-03-24
54,B,Class B - Off-Premise,off_premise,False,True,True,True,True,liquor_store,,False,,True,varies,WV Alcohol Beverage Control Administration,WV Code § 60,All alcoholic beverages off-premise in original containers; draught beer max half barrel,verified,https://abca.wv.gov/page/licensing,2026-03-24
54,S2,Class S2 - Private Fair/Festival,special_event,True,False,True,True,True,any,,False,,False,,WV Alcohol Beverage Control Administration,WV Code § 60,Retail sale at private fairs and festivals for on-premise consumption,verified,https://abca.wv.gov/page/licensing,2026-03-24
55,A-BEER,Class A Beer License,off_premise,False,True,True,False,False,general_retail,,True,Set by municipality,True,,Local municipality,Wis. Stat. § 125,Beer off-premise only in original packages; package/convenience/grocery stores,verified,https://www.revenue.wi.gov/Pages/FAQS/ise-atlicns.aspx,2026-03-24
55,A-LIQUOR,Class A Liquor License,off_premise,False,True,False,True,True,liquor_store,,True,Set by municipality,True,,Local municipality,Wis. Stat. § 125,Intoxicating liquor (spirits/wine) off-premise in original packages,verified,https://www.revenue.wi.gov/Pages/FAQS/ise-atlicns.aspx,2026-03-24
55,B-BEER,Class B Beer License,dual,True,True,True,False,False,bar_restaurant,,True,Set by municipality,True,,Local municipality,Wis. Stat. § 125,Beer on- and off-premise consumption,verified,https://www.revenue.wi.gov/Pages/FAQS/ise-atlicns.aspx,2026-03-24
55,B-LIQUOR,Class B Liquor License,on_premise,True,False,False,True,True,bar_restaurant,,True,Set by municipality,True,,Local municipality,Wis. Stat. § 125,Intoxicating liquor (spirits/wine) on-premise; beer on- and off-premise included,verified,https://www.revenue.wi.gov/Pages/FAQS/ise-atlicns.aspx,2026-03-24
55,C-WINE,Class C Wine License,on_premise,True,False,False,True,False,bar_restaurant,,False,,True,,Local municipality,Wis. Stat. § 125,Wine only on-premise; restaurants serving wine with meals,verified,https://docs.legis.wisconsin.gov/misc/lc/issue_briefs/2024/alcohol_beverages/ib_alcohol_beverages_ms_2024_10_02,2026-03-24
55,OPERATOR,Operator's License,other,True,False,True,True,True,any,,False,,False,,Local municipality,Wis. Stat. § 125,Bartender license; required for serving at retail premises; age 18+; training required,verified,https://www.revenue.wi.gov/DOR%20Publications/3104OperatorsLicensesAndPermits.pdf,2026-03-24
56,RETAIL,Retail Liquor License,dual,True,True,True,True,True,bar_restaurant,,True,Set by local governing body,True,1500,WY Dept of Revenue Liquor Division,WY Stat. § 12-4-201,Package liquor + on-premise consumption; all beverages,verified,https://law.justia.com/codes/wyoming/title-12/chapter-4/article-2/section-12-4-201/,2026-03-24
56,REST,Restaurant Liquor License,on_premise,True,False,True,True,True,bar_restaurant,,True,Set by local governing body,True,650,WY Dept of Revenue Liquor Division,WY Stat. § 12-4-201,On-premise service bar in full-service restaurants,verified,https://liquor365.wyo.gov/license,2026-03-24
56,BAR-GRILL,Bar and Grill License,on_premise,True,False,True,True,True,bar_restaurant,,True,Set by local governing body,True,2000,WY Dept of Revenue Liquor Division,WY Stat. § 12-4-201,On-premise at bar/grill; must have full-service restaurant,verified,https://liquor365.wyo.gov/license,2026-03-24
56,MALT,Malt Beverage Permit,dual,True,True,True,False,False,any,,False,,True,,County (outside incorporated areas),WY Stat. § 12-4-201,Malt beverages only; issued by counties outside incorporated towns,verified,https://law.justia.com/codes/wyoming/title-12/chapter-4/article-2/section-12-4-201/,2026-03-24
56,CATERING-24,24-Hour Catering Permit,special_event,True,False,True,True,True,any,,False,,False,,WY Dept of Revenue Liquor Division,WY Stat. § 12-4,Meetings/conventions/private parties not on licensed premises,verified,https://liquor365.wyo.gov/license,2026-03-24
56,MALT-24,24-Hour Malt Beverage Permit,special_event,True,False,True,False,False,any,,False,,False,25/day,WY Dept of Revenue Liquor Division,WY Stat. § 12-4,Picnics/fairs/rodeos; malt beverages only; $25/day,verified,https://liquor365.wyo.gov/license,2026-03-24
60,AS_ABL,Alcoholic Beverage License,on_premise,True,False,True,True,True,bar_restaurant,,,,,,American Samoa ABC Board,A.S.C.A. § 27.0501,On-premise retail by the drink; board-regulated hours,draft,AS Code Annotated,2026-03-24
60,AS_AVL,Alcoholic Beverage Vendor License,off_premise,False,True,False,True,True,liquor_store,,,,,,American Samoa ABC Board,A.S.C.A. § 27.0501,Off-premise sales of wine/spirits (not beer) in sealed containers,draft,AS Code Annotated,2026-03-24
60,AS_AIL,Alcoholic Beverage Importer License,wholesaler,False,False,True,True,True,any,,,,,,American Samoa ABC Board,A.S.C.A. § 27.0501,Import for sale to licensees and vendors,draft,AS Code Annotated,2026-03-24
60,AS_CLUB,Club License,on_premise,True,False,True,True,True,club,,,,,,American Samoa ABC Board,A.S.C.A. § 27.0501,Club establishments; hours set by board,draft,AS Code Annotated,2026-03-24
60,ABL,Alcoholic Beverage License,on_premise,True,False,True,True,True,bar_restaurant,,False,,False,,AS Alcoholic Beverage Control Board,A.S.C.A. § 27.05,On-premise sale of all alcoholic beverages by the drink,draft,https://asbar.org/code-annotated/27-0501-definitions/,2026-03-24
60,ABV,Alcoholic Beverage Vendor's License,off_premise,False,True,False,True,True,liquor_store,,False,,False,,AS Alcoholic Beverage Control Board,A.S.C.A. § 27.05,Off-premise sale of alcoholic beverages (not beer),draft,https://asbar.org/code-annotated/27-0501-definitions/,2026-03-24
60,BT,Beer Tavern License,on_premise,True,False,True,False,False,bar_restaurant,,False,,False,,AS Alcoholic Beverage Control Board,A.S.C.A. § 27.05,On-premise beer only,draft,https://asbar.org/code-annotated/27-0501-definitions/,2026-03-24
60,BV,Beer Vendor's License,off_premise,False,True,True,False,False,general_retail,,False,,False,,AS Alcoholic Beverage Control Board,A.S.C.A. § 27.05,Off-premise beer only,draft,https://asbar.org/code-annotated/27-0501-definitions/,2026-03-24
60,ABI,Alcoholic Beverage Importer's License,wholesaler,False,False,False,True,True,any,,False,,False,,AS Alcoholic Beverage Control Board,A.S.C.A. § 27.05,Import non-beer alcoholic beverages for sale to licensees,draft,https://asbar.org/code-annotated/27-0501-definitions/,2026-03-24
60,BI,Beer Importer's License,wholesaler,False,False,True,False,False,any,,False,,False,,AS Alcoholic Beverage Control Board,A.S.C.A. § 27.05,Import beer for sale to beer taverns/vendors/clubs,draft,https://asbar.org/code-annotated/27-0501-definitions/,2026-03-24
66,GU_C1,Class 1 Manufacturer License,manufacturer,False,False,True,True,True,any,,False,,False,100,Guam ABC Board / Rev & Tax,11 GCA § 3,Alcohol manufacturing on Guam,draft,Guam Code,2026-03-24
66,GU_C2,Class 2 Agent License,distributor,False,False,True,True,True,any,,,,False,250,Guam ABC Board / Rev & Tax,11 GCA § 3,Agent/broker for alcoholic beverages,draft,Guam Code,2026-03-24
66,GU_C3,Class 3 Wholesale Dealer License,wholesaler,False,False,True,True,True,any,,,,False,1000,Guam ABC Board / Rev & Tax,11 GCA § 3,Wholesale distribution to retailers,draft,Guam Code,2026-03-24
66,GU_C4,Class 4 Retail On-Sale License,on_premise,True,False,True,True,True,bar_restaurant,,,,True,300,Guam ABC Board / Rev & Tax,11 GCA § 3,On-premise retail consumption; bars/restaurants,draft,Guam Code,2026-03-24
66,GU_C5,Class 5 Retail Off-Sale License,off_premise,False,True,True,True,True,general_retail,,,,True,300,Guam ABC Board / Rev & Tax,11 GCA § 3,Off-premise retail package sales,draft,Guam Code,2026-03-24
66,GU_CLUB,Club License,on_premise,True,False,True,True,True,club,,,,False,,Guam ABC Board / Rev & Tax,11 GCA § 3,Private club on-premise service,draft,Guam Code,2026-03-24
66,GU_TEMP,Temporary Beer/General License,special_event,True,False,True,True,True,any,,False,,False,,Guam ABC Board / Rev & Tax,11 GCA § 3,Temporary event permits,draft,Guam Code,2026-03-24
66,CL1,Class 1 - Manufacturer,manufacturer,False,False,True,True,True,any,,False,,False,100,Guam Dept of Revenue and Taxation ABC Board,11 GCA § 3,Alcoholic beverage manufacturing,draft,https://law.justia.com/codes/guam/title-11/division-1/chapter-3/,2026-03-24
66,CL2,Class 2 - Agent,wholesaler,False,False,True,True,True,any,,False,,False,250,Guam Dept of Revenue and Taxation ABC Board,11 GCA § 3,Agent/broker for alcoholic beverages,draft,https://law.justia.com/codes/guam/title-11/division-1/chapter-3/,2026-03-24
66,CL3,Class 3 - Wholesale Dealer,wholesaler,False,False,True,True,True,any,,False,,False,1000,Guam Dept of Revenue and Taxation ABC Board,11 GCA § 3,Wholesale distribution of alcoholic beverages,draft,https://law.justia.com/codes/guam/title-11/division-1/chapter-3/,2026-03-24
66,CL4,Class 4 - Retail On-Sale,on_premise,True,False,True,True,True,bar_restaurant,,False,,False,,Guam Dept of Revenue and Taxation ABC Board,11 GCA § 3,On-premise retail sale of alcoholic beverages,draft,https://law.justia.com/codes/guam/title-11/division-1/chapter-3/,2026-03-24
66,CL5,Class 5 - Retail Off-Sale,off_premise,False,True,True,True,True,liquor_store,,False,,False,,Guam Dept of Revenue and Taxation ABC Board,11 GCA § 3,Off-premise retail sale of alcoholic beverages,draft,https://law.justia.com/codes/guam/title-11/division-1/chapter-3/,2026-03-24
66,CL12,Class 12 - Mobile License,on_premise,True,False,True,True,True,any,,False,,False,,Guam Dept of Revenue and Taxation ABC Board,11 GCA § 3,Limousine/charter vehicle alcohol service,draft,https://law.justia.com/codes/guam/title-11/division-1/chapter-3/,2026-03-24
69,MP_C2,Class 2 Retail General License,dual,True,True,True,True,True,general_retail,,,,,,CNMI Dept of Commerce,4 CMC § 4,General retail on/off-premise sales,draft,CNMI Admin Code,2026-03-24
69,MP_C3,Class 3 On-Sale License,on_premise,True,False,True,True,True,bar_restaurant,,,,,,CNMI Dept of Commerce,4 CMC § 4,On-premise consumption at bars/restaurants,draft,CNMI Admin Code,2026-03-24
69,MP_C4,Class 4 Off-Sale License,off_premise,False,True,True,True,True,general_retail,,,,,,CNMI Dept of Commerce,4 CMC § 4,Off-premise package sales,draft,CNMI Admin Code,2026-03-24
69,MP_C7,Class 7 Special Liquor License,special_event,True,False,True,True,True,any,,,,,,CNMI Dept of Commerce,4 CMC § 4,Special/temporary event license,draft,CNMI Admin Code,2026-03-24
69,MP_MFG,Manufacturer License,manufacturer,False,False,True,True,True,any,,,,,,CNMI Dept of Commerce,4 CMC § 4,Alcoholic beverage manufacturing,draft,CNMI Admin Code,2026-03-24
69,MP_WHL,Wholesale License,wholesaler,False,False,True,True,True,any,,,,,,CNMI Dept of Commerce,4 CMC § 4,Wholesale distribution,draft,CNMI Admin Code,2026-03-24
69,CL3,Class 3 - On-Sale,on_premise,True,False,True,True,True,bar_restaurant,,False,,False,,CNMI Dept of Commerce Alcohol & Tobacco Division,4 CMC § 5511,On-premise retail sale of alcoholic beverages,draft,https://commerce.gov.mp/divisions/alcohol-tobacco,2026-03-24
69,CL4,Class 4 - Off-Sale,off_premise,False,True,True,True,True,liquor_store,,False,,False,,CNMI Dept of Commerce Alcohol & Tobacco Division,4 CMC § 5511,Off-premise retail sale of alcoholic beverages,draft,https://commerce.gov.mp/divisions/alcohol-tobacco,2026-03-24
69,CL7,Class 7 - Special Liquor,special_event,True,False,True,True,True,any,,False,,False,,CNMI Dept of Commerce Alcohol & Tobacco Division,4 CMC § 5511,Special event or temporary liquor license,draft,https://cnmilaw.org/pdf/admincode/T20/T20-10.1.pdf,2026-03-24
72,PR_DS,Direct Sale License,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,PR Treasury Dept / OAAFL,Act 81-2020,On-premise direct to consumer; restaurants/bars,draft,https://hacienda.pr.gov,2026-03-24
72,PR_IS,Indirect Sale License,off_premise,False,True,True,True,True,general_retail,,False,,True,,PR Treasury Dept / OAAFL,Act 81-2020,Off-premise retail; liquor stores/supermarkets,draft,https://hacienda.pr.gov,2026-03-24
72,PR_CAT,Caterer/Event Organizer License,special_event,True,False,True,True,True,any,,False,,False,,PR Treasury Dept / OAAFL,Act 81-2020,Catering and event service,draft,https://hacienda.pr.gov,2026-03-24
72,PR_MFG,Brewery/Distillery/Winery/Tasting Room License,manufacturer,True,True,True,True,True,any,,False,,False,,PR Treasury Dept / OAAFL,Act 81-2020,Manufacturing and tasting room operations,draft,https://hacienda.pr.gov,2026-03-24
72,PR_WHL,Wholesaler/Distributor License,wholesaler,False,False,True,True,True,any,,,,False,,PR Treasury Dept / OAAFL,Act 81-2020,Wholesale distribution to retailers,draft,https://hacienda.pr.gov,2026-03-24
72,PR_TRANS,Transporter License,other,False,False,True,True,True,any,,,,False,,PR Treasury Dept / OAAFL,Act 81-2020,Transportation of alcoholic beverages,draft,https://hacienda.pr.gov,2026-03-24
72,CAT-D,Category D - On-Premise Retail,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,PR Dept of Treasury (Hacienda),Act 81-2020,Restaurants/bars/hotels/clubs; on-premise consumption,draft,https://www.stateregstoday.com/business/business-licensing/alcohol-licensing-and-regulations-in-puerto-rico,2026-03-24
72,CAT-C,Category C - Off-Premise Retail,off_premise,False,True,True,True,True,general_retail,,False,,True,,PR Dept of Treasury (Hacienda),Act 81-2020,Liquor stores/supermarkets; off-premise consumption,draft,https://www.stateregstoday.com/business/business-licensing/alcohol-licensing-and-regulations-in-puerto-rico,2026-03-24
72,CAT-B,Category B - Wholesale Distributor,wholesaler,False,False,True,True,True,any,,False,,True,,PR Dept of Treasury (Hacienda),Act 81-2020,Wholesale distribution to retail establishments,draft,https://www.stateregstoday.com/business/business-licensing/alcohol-licensing-and-regulations-in-puerto-rico,2026-03-24
72,CAT-A,Category A - Manufacturer/Producer,manufacturer,False,False,True,True,True,any,,False,,True,,PR Dept of Treasury (Hacienda),Act 81-2020,Distillers/brewers/wineries operating in PR,draft,https://www.stateregstoday.com/business/business-licensing/alcohol-licensing-and-regulations-in-puerto-rico,2026-03-24
72,CATER,Caterer/Event Organizer,special_event,True,False,True,True,True,any,,False,,False,,PR Dept of Treasury (Hacienda),Act 81-2020,Catering and event organization with alcohol service,draft,https://www.stateregstoday.com/business/business-licensing/alcohol-licensing-and-regulations-in-puerto-rico,2026-03-24
72,TRANS,Transporter License,other,False,False,True,True,True,any,,False,,True,,PR Dept of Treasury (Hacienda),Act 81-2020,Transportation of alcoholic beverages,draft,https://www.stateregstoday.com/business/business-licensing/alcohol-licensing-and-regulations-in-puerto-rico,2026-03-24
78,VI_NC,Night Club License,on_premise,True,False,True,True,True,bar_restaurant,,,,True,,USVI DLCA,V.I. Code Tit. 27 § 302,Night clubs; min 30 person capacity; live entertainment,draft,USVI Code,2026-03-24
78,VI_TA,Tavern A License,on_premise,True,False,True,True,True,bar_restaurant,,,,True,,USVI DLCA,V.I. Code Tit. 27 § 302,Full tavern; spirits/wine/beer on-premise,draft,USVI Code,2026-03-24
78,VI_TB,Tavern B License,on_premise,True,False,True,False,False,bar_restaurant,,,,True,,USVI DLCA,V.I. Code Tit. 27 § 302,Fermented beverages only (beer); mobile vendors eligible,draft,USVI Code,2026-03-24
78,VI_RET,Retail Liquor License,off_premise,False,True,True,True,True,liquor_store,,,,True,,USVI DLCA,V.I. Code Tit. 8 § 5,Off-premise retail package sales; case lots or less,draft,USVI Code,2026-03-24
78,VI_IMP,Importer Liquor License,wholesaler,False,True,True,True,True,any,,,,False,,USVI DLCA,V.I. Code Tit. 8 § 7,Import for wholesale; case lots or more unless also retail licensed,draft,USVI Code,2026-03-24
78,VI_BRW,Brewer License,manufacturer,False,False,True,False,False,any,,,,False,,USVI DLCA,V.I. Code Tit. 8 § 6,Production of fermented liquors,draft,USVI Code,2026-03-24
78,VI_DIST,Distiller License,manufacturer,False,False,False,False,True,any,,,,False,,USVI DLCA,V.I. Code Tit. 8 § 6,Production of distilled spirits,draft,USVI Code,2026-03-24
78,VI_MFG,Manufacturer Liquor License,manufacturer,False,False,True,True,True,any,,,,False,,USVI DLCA,V.I. Code Tit. 8 § 6,Blending/mixing/bottling of spirits or fermented liquors,draft,USVI Code,2026-03-24
78,RETAIL,Retail Liquor License,on_premise,True,False,True,True,True,bar_restaurant,,False,,True,,USVI Dept of Licensing and Consumer Affairs,8 V.I.C. § 1,Bars/taverns/nightclubs; on-premise consumption,draft,https://law.justia.com/codes/virgin-islands/2019/title-8/chapter-1/6/,2026-03-24
78,BREWER,Brewer's License,manufacturer,False,False,True,False,False,any,,False,,False,,USVI Dept of Licensing and Consumer Affairs,8 V.I.C. § 1,Production of fermented liquors; sell only to other licensees,draft,https://law.justia.com/codes/virgin-islands/2019/title-8/chapter-1/6/,2026-03-24
78,DISTILLER,Distiller's License,manufacturer,False,False,False,False,True,any,,False,,False,,USVI Dept of Licensing and Consumer Affairs,8 V.I.C. § 1,Distillery for spirits production; sell only to other licensees,draft,https://law.justia.com/codes/virgin-islands/2019/title-8/chapter-1/6/,2026-03-24
78,MFG,Manufacturer's Liquor License,manufacturer,False,False,True,True,True,any,,False,,False,,USVI Dept of Licensing and Consumer Affairs,8 V.I.C. § 1,Non-distillation production (blending/mixing/bottling),draft,https://law.justia.com/codes/virgin-islands/2019/title-8/chapter-1/6/,2026-03-24
78,IMPORTER,Importer's Liquor License,wholesaler,False,False,True,True,True,any,,False,,True,,USVI Dept of Licensing and Consumer Affairs,8 V.I.C. § 7,Import for sale in USVI; sell in case lots+ unless also holds retail license,draft,https://law.justia.com/codes/virgin-islands/2019/title-8/chapter-1/7/,2026-03-24
34,10,Plenary Brewery License,manufacturer,False,False,True,False,False,manufacturer,,False,,True,$2500,NJ Division of ABC,NJSA 33:1-10,Full-scale brewery,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,11,Limited Brewery License,craft_brewery,False,False,True,False,False,manufacturer,,False,,True,$50-$625,NJ Division of ABC,NJSA 33:1-10,Small brewery; max 300K barrels/yr; can sell at 2 retail outlets,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,15,Rectifier and Blender License,manufacturer,False,False,False,False,True,manufacturer,,False,,True,$10000,NJ Division of ABC,NJSA 33:1-10,Blending/rectifying distilled spirits,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,21,Plenary Winery License,manufacturer,False,False,False,True,False,manufacturer,,False,,True,$938,NJ Division of ABC,NJSA 33:1-10,Full-scale winery,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,22,Farm Winery License,farm_winery,True,True,False,True,False,farm_winery,,False,,True,$50,NJ Division of ABC,NJSA 33:1-10,Farm winery with tasting room; direct-to-consumer sales,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,RB,Restricted Brewery License (Brew Pub),craft_brewery,True,False,True,False,False,bar_restaurant,,True,Max 2 per entity; must own matching PRC with restaurant; max 3000 barrels/term,False,$50,NJ Division of ABC,NJSA 33:1-10,Brew pub; must adjoin restaurant with PRC license,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,23,Plenary Wholesale License,wholesaler,False,False,True,True,True,wholesaler,,False,,True,$7000,NJ Division of ABC,NJSA 33:1-11,Full wholesale of all alcoholic beverages,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,25,Limited Wholesale License,wholesaler,False,False,True,True,False,wholesaler,,False,,True,$825,NJ Division of ABC,NJSA 33:1-11,Beer and wine wholesale only,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,26,Wine Wholesale License,wholesaler,False,False,False,True,False,wholesaler,,False,,True,$825,NJ Division of ABC,NJSA 33:1-11,Wine-only wholesale,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,19,State Beverage Distributor License,distributor,False,False,True,True,True,distributor,,False,,True,$7000,NJ Division of ABC,NJSA 33:1-11,Statewide distribution; franchise law protects territories,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,33,Plenary Retail Consumption License,on_premise,True,True,True,True,True,bar_restaurant,,True,1 per 3000 pop per municipality; pre-1947 excess grandfathered,True,$200-$2000,Municipal Issuing Authority,NJSA 33:1-12,Bars/restaurants; on-premise + limited package from barroom; no other mercantile; most valuable NJ license,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,32,Plenary Retail Consumption License with Broad Package Privilege,on_premise,True,True,True,True,True,bar_restaurant,,True,Counted toward 1-per-3000 quota; 1948 grandfathered privilege,True,$200-$2000,Municipal Issuing Authority,NJSA 33:1-12.33,Same as PRC but package goods not restricted to barroom,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,34,Seasonal Retail Consumption License,on_premise,True,True,True,True,True,bar_restaurant,,True,Counted toward pop quota; May 1 - Nov 14 only,True,75% of PRC fee,Municipal Issuing Authority,NJSA 33:1-12,Summer seasonal; same as PRC but May-November only,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,36,Hotel/Motel License,on_premise,True,False,True,True,True,hotel,,False,Exception to quota; requires 100+ rooms (50+ pre-1969),True,$200-$2000,Municipal Issuing Authority,NJSA 33:1-12,PRC for hotels 100+ rooms; exempt from population quota,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,37,Theater License,on_premise,True,False,True,True,True,theater,,False,Exception to quota; 1000+ seat non-profit theater,False,$200-$2000,Municipal Issuing Authority,NJSA 33:1-12,Non-profit theaters 1000+ seats; during performances +2hrs before/after,verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
34,44,Plenary Retail Distribution License,off_premise,False,True,True,True,True,liquor_store,,True,1 per 7500 pop per municipality; pre-existing excess grandfathered,True,$100-$2000,Municipal Issuing Authority,NJSA 33:1-12,Package/liquor stores; Costco/TJ hold these (max 2 per corp statewide),verified,NJ ABC Handbook (abchandbook1.pdf),2026-03-25
